,zip,geoid,res_ratio,bus_ratio,oth_ratio,tot_ratio,city,state
36044,49878,21540,0.9650406504065041,0.95,0.21428571428571427,0.9483568075117371,RAPID RIVER,MI
36045,43932,48260,0.9481132075471698,1.0,1.0,0.9483568075117371,IRONDALE,OH
36046,95311,99999,0.9467649467649467,1.0,1.0,0.9482895783611774,COULTERVILLE,CA
36047,68031,23340,0.9457459926017263,0.9642857142857143,1.0,0.9482564679415073,HOOPER,NE
36048,47950,99999,0.9468085106382979,1.0,1.0,0.9481865284974094,IDAVILLE,IN
36049,27284,49180,0.9435131708691366,0.988135593220339,0.9972375690607734,0.9480940279542567,KERNERSVILLE,NC
36050,53120,48580,0.9455035225859926,0.9950248756218906,0.9673202614379085,0.948069498069498,EAST TROY,WI
36051,13156,12180,0.9465899753492194,1.0,1.0,0.9480415667466027,STERLING,NY
36052,44656,35420,0.9471403812824957,0.9615384615384616,1.0,0.9479429051217464,MINERAL CITY,OH
36053,56011,33460,0.9438700147710487,1.0,1.0,0.9479333181091574,BELLE PLAINE,MN
36054,28513,24780,0.9465635120546959,0.946031746031746,1.0,0.947927031509121,AYDEN,NC
36055,67018,99999,0.9468085106382979,1.0,1.0,0.9479166666666666,BLUFF CITY,KS
36056,18092,10900,0.9463722397476341,1.0,1.0,0.9478127398311589,ZIONSVILLE,PA
36057,62558,44100,0.9466588511137163,0.9318181818181818,1.0,0.9477777777777778,PAWNEE,IL
36058,74352,99999,0.9476688867745005,0.9428571428571428,1.0,0.947736817545497,LOCUST GROVE,OK
36059,62877,99999,0.9460431654676259,1.0,1.0,0.9477351916376306,RICHVIEW,IL
36060,76436,99999,0.9532163742690059,0.0,0.0,0.9476744186046512,CARLTON,TX
36061,50586,99999,0.9461077844311377,0.0,1.0,0.9476744186046512,SOMERS,IA
36062,08530,35620,0.940196613872201,0.9907407407407407,0.9809160305343512,0.9476584022038568,LAMBERTVILLE,NJ
36063,49082,17740,0.9459375,0.9709302325581395,0.9696969696969697,0.9476439790575916,QUINCY,MI
36064,69167,35820,0.9447236180904522,1.0,0.0,0.9476190476190476,TRYON,NE
36065,05762,40860,0.9464285714285714,1.0,1.0,0.9475982532751092,PITTSFIELD,VT
36066,16311,49660,0.9458483754512635,1.0,1.0,0.9475524475524476,CARLTON,PA
36067,61084,40300,0.9485580670303975,0.9130434782608695,0.9230769230769231,0.9474474474474475,STILLMAN VALLEY,IL
36068,99160,99999,0.9354838709677419,1.0,1.0,0.9473684210526315,ORIENT,WA
36069,26254,21180,0.9511111111111111,0.6666666666666666,0.0,0.9473684210526315,BOWDEN,WV
36070,39038,99999,0.9425359150530919,0.9808219178082191,1.0,0.9473393989523021,BELZONI,MS
36071,76578,12420,0.9454314720812182,1.0,1.0,0.9473039215686274,THRALL,TX
36072,63384,99999,0.9425511197663097,0.9830508474576272,1.0,0.9472318339100346,WELLSVILLE,MO
36073,70466,25220,0.9451833937928255,0.9790209790209791,1.0,0.94716618635927,TICKFAW,LA
36074,45682,39020,0.9446153846153846,1.0,1.0,0.9471624266144814,SOUTH WEBSTER,OH
36075,14456,40380,0.9454972465176547,0.9468468468468468,0.9787234042553191,0.9470466984149548,GENEVA,NY
36076,45381,99999,0.9439095856006697,1.0,1.0,0.9470355731225296,WEST ALEXANDRIA,OH
36077,39117,99999,0.9443315725314912,0.9923664122137404,1.0,0.947035118019574,MORTON,MS
36078,97333,18700,0.9448963526633429,0.9388560157790927,0.9847238542890717,0.9469845089487141,CORVALLIS,OR
36079,60541,16980,0.9426800929512006,1.0,1.0,0.9469534050179211,NEWARK,IL
36080,78666,12420,0.9445075219982969,0.9666234607906675,0.9690018598884067,0.9468014901543375,SAN MARCOS,TX
36081,17222,16540,0.947435663442234,0.936,0.9166666666666666,0.9467935165609584,FAYETTEVILLE,PA
36082,65548,48460,0.9429620563035496,0.9927536231884058,1.0,0.9467120181405896,MOUNTAIN VIEW,MO
36083,91766,31080,0.9460789235867055,0.9699086512627619,0.9215530903328051,0.9466603012022048,POMONA,CA
36084,75478,44860,0.945619335347432,1.0,1.0,0.9465875370919882,SALTILLO,TX
36085,52064,99999,0.9434389140271493,1.0,1.0,0.9465811965811965,MILES,IA
36086,08215,12100,0.9458787795112522,0.9523809523809523,0.9637681159420289,0.9465453147032432,EGG HARBOR CITY,NJ
36087,50601,99999,0.9404388714733543,0.98125,1.0,0.946513202437373,ACKLEY,IA
36088,31764,11140,0.9475862068965517,1.0,0.84,0.9464968152866242,LESLIE,GA
36089,56082,31860,0.9428873611845584,0.9735576923076923,0.9903381642512077,0.9464739517153749,SAINT PETER,MN
36090,67556,99999,0.9439252336448598,1.0,1.0,0.9464285714285714,MC CRACKEN,KS
36091,49078,26090,0.9421909157153266,1.0,1.0,0.9464205312922107,OTSEGO,MI
36092,35503,27530,0.9443532202152892,0.9794117647058823,0.9444444444444444,0.9463595089961325,JASPER,AL
36093,63640,22100,0.940489391587196,0.9891156462585035,1.0,0.9463468827604234,FARMINGTON,MO
36094,37166,99999,0.942652329749104,0.9813374805598756,0.9913793103448276,0.946333815726001,SMITHVILLE,TN
36095,12143,10580,0.9423076923076923,0.9806451612903225,0.9695121951219512,0.9462203836028582,RAVENA,NY
36096,39886,99999,0.9431988041853513,0.9777777777777777,1.0,0.9462068965517242,SHELLMAN,GA
36097,38913,99999,0.9448051948051948,1.0,1.0,0.9462025316455697,BANNER,MS
36098,44260,10420,0.9432750624331074,1.0,1.0,0.9461655662772981,MOGADORE,OH
36099,56314,99999,0.9453441295546559,1.0,1.0,0.9461077844311377,BOWLUS,MN
36100,97102,11820,0.9472049689440993,0.8571428571428571,1.0,0.9461077844311377,ARCH CAPE,OR
36101,71362,99999,0.9464285714285714,0.9,1.0,0.9460946094609461,PLAUCHEVILLE,LA
36102,75758,11980,0.9452376952796909,0.9661016949152542,1.0,0.9460696192188266,CHANDLER,TX
36103,39667,99999,0.943016455868353,0.9914529914529915,0.9615384615384616,0.9460691226737562,TYLERTOWN,MS
36104,47981,29200,0.943952802359882,1.0,1.0,0.9460227272727273,ROMNEY,IN
36105,80745,44540,0.9452054794520548,1.0,0.0,0.9459459459459459,PADRONI,CO
36106,25124,26580,0.9452554744525548,1.0,0.0,0.9459459459459459,LIBERTY,WV
36107,69138,30420,0.938785046728972,0.99581589958159,1.0,0.9459238017206063,GOTHENBURG,NE
36108,48442,19820,0.9482296935435882,0.8835164835164835,0.9746835443037974,0.9458676140613314,HOLLY,MI
36109,85602,43420,0.9437887109968447,0.9979674796747967,0.9005524861878453,0.9458288190682557,BENSON,AZ
36110,52567,21840,0.9415584415584416,1.0,1.0,0.9457831325301205,LIBERTYVILLE,IA
36111,72461,99999,0.94188984335523,0.9797979797979798,1.0,0.9457364341085271,RECTOR,AR
36112,63471,25300,0.9415384615384615,0.9540229885057471,1.0,0.9456264775413712,TAYLOR,MO
36113,28139,22580,0.9414274286730069,0.9822222222222222,1.0,0.9455073867764592,RUTHERFORDTON,NC
36114,47459,99999,0.9446494464944649,1.0,1.0,0.9454828660436138,SOLSBERRY,IN
36115,56358,99999,0.9431818181818182,1.0,1.0,0.9454214675560946,OGILVIE,MN
36116,56601,13420,0.9402351024208566,0.9769713886950454,0.9865900383141762,0.9453740908397334,BEMIDJI,MN
36117,67876,19980,0.9452296819787986,0.9375,1.0,0.945364238410596,SPEARVILLE,KS
36118,26456,17220,0.9411520928305015,1.0,1.0,0.9453636013851482,WEST UNION,WV
36119,12763,99999,0.9481268011527377,1.0,0.7777777777777778,0.9453551912568307,MOUNTAIN DALE,NY
36120,49229,10300,0.9435240963855421,1.0,1.0,0.9453352769679301,BRITTON,MI
36121,48168,19820,0.9474335188620903,0.8604651162790697,0.9647058823529412,0.9453109767985962,NORTHVILLE,MI
36122,98601,38900,0.9439853076216712,0.972972972972973,1.0,0.9453021614468461,AMBOY,WA
36123,75571,99999,0.944547134935305,1.0,1.0,0.9452554744525548,OMAHA,TX
36124,64489,99999,0.9390495867768595,0.9906542056074766,1.0,0.9452054794520548,STANBERRY,MO
36125,81642,24060,0.9420289855072463,1.0,1.0,0.9452054794520548,MEREDITH,CO
36126,38868,46180,0.9432026383290583,0.9819819819819819,1.0,0.94518156424581,SHANNON,MS
36127,40012,12680,0.9448529411764706,1.0,0.9,0.9451612903225807,CHAPLIN,KY
36128,57751,39660,0.9427966101694916,0.9459459459459459,1.0,0.9451327433628318,KEYSTONE,SD
36129,52561,36820,0.9477124183006536,0.8571428571428571,1.0,0.9451219512195121,FREMONT,IA
36130,49665,99999,0.9436867575890893,1.0,1.0,0.9450879450879451,MARION,MI
36131,47017,99999,0.9437086092715232,1.0,0.0,0.9449838187702265,CROSS PLAINS,IN
36132,70339,12940,0.9460227272727273,0.9367088607594937,0.8620689655172413,0.9449384404924761,PIERRE PART,LA
36133,46562,47700,0.9452411994784876,0.9436619718309859,0.8947368421052632,0.944792973651192,PIERCETON,IN
36134,76066,19100,0.9422310756972112,0.9894736842105263,1.0,0.9447852760736196,MILLSAP,TX
36135,29111,44940,0.9449152542372882,0.9375,0.0,0.9447513812154696,NEW ZION,SC
36136,53177,39540,0.9334389857369255,0.9961832061068703,0.9895287958115183,0.944702842377261,STURTEVANT,WI
36137,50237,19780,0.9438968915845337,1.0,1.0,0.9446935724962631,RUNNELLS,IA
36138,14141,15380,0.9421835531855178,0.9590643274853801,0.9629629629629629,0.9446736229070614,SPRINGVILLE,NY
36139,49625,99999,0.9429347826086957,1.0,1.0,0.9446640316205533,COPEMISH,MI
36140,28657,99999,0.9416509353011842,0.9967741935483871,1.0,0.9446248782072101,NEWLAND,NC
36141,33960,42700,0.9451851851851852,0.9318181818181818,1.0,0.9445983379501385,VENUS,FL
36142,29666,24940,0.9425493716337523,0.9868421052631579,1.0,0.9445670836399314,NINETY SIX,SC
36143,65761,99999,0.9443181818181818,0.9411764705882353,1.0,0.9445652173913044,THEODOSIA,MO
36144,77484,26420,0.9398136489549231,0.9951534733441034,1.0,0.94454692183537,WALLER,TX
36145,44878,31900,0.94229112833764,1.0,1.0,0.9445364238410596,SHILOH,OH
36146,26294,21180,0.9430604982206405,1.0,0.0,0.9444444444444444,VALLEY HEAD,WV
36147,75495,43300,0.9440430179801714,0.9471153846153846,1.0,0.9443185496924571,VAN ALSTYNE,TX
36148,44683,35420,0.9415,0.9795918367346939,1.0,0.9443150046598322,UHRICHSVILLE,OH
36149,81423,99999,0.9455587392550143,1.0,0.8571428571428571,0.9442896935933147,NORWOOD,CO
36150,49451,34740,0.9441187964048456,0.9903846153846154,0.7931034482758621,0.9442793462109955,RAVENNA,MI
36151,58212,99999,0.9407665505226481,1.0,1.0,0.9442622950819672,ANETA,ND
36152,13152,45060,0.9366471734892787,0.9980392156862745,0.995475113122172,0.9442074731274527,SKANEATELES,NY
36153,50515,99999,0.9397590361445783,1.0,1.0,0.9441340782122905,AYRSHIRE,IA
36154,62917,99999,0.9414298018949182,1.0,1.0,0.9440329218106996,CARRIER MILLS,IL
36155,73601,48220,0.9385021311142683,0.9752747252747253,0.9826086956521739,0.9440207972270364,CLINTON,OK
36156,61344,36837,0.945,0.9166666666666666,1.0,0.9439252336448598,MINERAL,IL
36157,30669,99999,0.9409116488463702,0.9776119402985075,1.0,0.9438669438669439,UNION POINT,GA
36158,50248,11180,0.9378739070409572,0.9792746113989638,1.0,0.9437929640113223,STORY CITY,IA
36159,50153,19780,0.9426934097421203,0.9230769230769231,1.0,0.9436997319034852,LYNNVILLE,IA
36160,72024,30780,0.9413619167717528,0.9705882352941176,1.0,0.943687018375815,CARLISLE,AR
36161,35621,19460,0.9428571428571428,0.96,1.0,0.9436619718309859,EVA,AL
36162,16412,21500,0.9401865369018654,0.9629629629629629,0.9797979797979798,0.9436340716729695,EDINBORO,PA
36163,36274,99999,0.9411195354089369,0.9585585585585585,0.9831460674157303,0.943594922100404,ROANOKE,AL
36164,80510,14500,0.9473684210526315,1.0,0.5,0.9435897435897436,ALLENSPARK,CO
36165,60145,16980,0.942713567839196,0.918918918918919,1.0,0.9435559736594544,KINGSTON,IL
36166,49330,24340,0.9415525114155251,0.967391304347826,1.0,0.9435344827586207,KENT CITY,MI
36167,80835,19740,0.9423076923076923,1.0,1.0,0.9433962264150944,SIMLA,CO
36168,27880,48980,0.9428571428571428,0.9545454545454546,0.0,0.9431891542930924,SIMS,NC
36169,57265,99999,0.9425287356321839,0.0,1.0,0.9431818181818182,STRANDBURG,SD
36170,45766,11900,0.9423592493297587,1.0,1.0,0.9431216931216931,NEW MARSHFIELD,OH
36171,56209,48820,0.9409417398244214,1.0,1.0,0.9429892141756548,ATWATER,MN
36172,76050,19100,0.9403202328966521,0.9736842105263158,1.0,0.9429824561403509,GRANDVIEW,TX
36173,79532,99999,0.9418604651162791,1.0,0.9285714285714286,0.9429824561403509,LORAINE,TX
36174,42127,23980,0.9372513008876645,0.9899497487437185,1.0,0.9429752066115702,CAVE CITY,KY
36175,53075,43100,0.9444093493367025,0.9452054794520548,0.8888888888888888,0.9429747207524986,RANDOM LAKE,WI
36176,56087,35580,0.936761640027797,0.9795918367346939,1.0,0.9428918590522479,SPRINGFIELD,MN
36177,48178,19820,0.9395644283121597,0.986198243412798,0.9887892376681614,0.9428909019298937,SOUTH LYON,MI
36178,75424,19100,0.9418546365914787,0.9491525423728814,1.0,0.942870859337494,BLUE RIDGE,TX
36179,67512,99999,0.9411764705882353,1.0,1.0,0.9428571428571428,ALDEN,KS
36180,72069,99999,0.9426934097421203,0.9333333333333333,1.0,0.9428172942817294,HOLLY GROVE,AR
36181,43347,13340,0.9419475655430711,1.0,1.0,0.9428044280442804,RUSHSYLVANIA,OH
36182,28466,99999,0.9385506427461506,0.9814285714285714,1.0,0.9427914697995148,WALLACE,NC
36183,35765,42460,0.9415612734409071,1.0,0.8947368421052632,0.9427850231384097,PISGAH,AL
36184,50027,36820,0.9337349397590361,1.0,1.0,0.9427083333333334,BARNES CITY,IA
36185,58642,99999,0.9371428571428572,1.0,1.0,0.9427083333333334,MANNING,ND
36186,42452,21780,0.942173479561316,0.9375,1.0,0.9425287356321839,ROBARDS,KY
36187,71328,10780,0.9422916085865626,0.96875,0.9411764705882353,0.9425130030112236,DEVILLE,LA
36188,72354,27860,0.9422169811320755,0.9393939393939394,1.0,0.9424379232505643,LEPANTO,AR
36189,31072,99999,0.9410150891632373,1.0,1.0,0.9424364123159303,PITTS,GA
36190,05676,12740,0.9331493406930389,0.9822335025380711,0.9831932773109243,0.9424227318045862,WATERBURY,VT
36191,61818,16580,0.9411764705882353,0.9375,1.0,0.9423368740515933,CERRO GORDO,IL
36192,63547,99999,0.9390243902439024,1.0,1.0,0.9423076923076923,HURDLAND,MO
36193,52588,99999,0.9381443298969072,1.0,1.0,0.9423076923076923,SELMA,IA
36194,70589,36660,0.9429429429429429,0.8928571428571429,1.0,0.9422092172640819,WASHINGTON,LA
36195,16627,20180,0.9352331606217616,1.0,1.0,0.9421965317919075,COALPORT,PA
36196,78954,99999,0.92875,1.0,1.0,0.9421906693711968,ROUND TOP,TX
36197,22844,99999,0.9399120664386907,0.9661016949152542,1.0,0.9420884632922937,NEW MARKET,VA
36198,24319,99999,0.9396613832853026,0.9902912621359223,1.0,0.9419465977605512,CHILHOWIE,VA
36199,35760,26620,0.9416299559471366,0.96,0.9117647058823529,0.9419174247725682,NEW HOPE,AL
36200,75691,30980,0.9401888772298006,0.9649122807017544,1.0,0.9419128693039559,TATUM,TX
36201,81137,20420,0.9445037353255069,0.9444444444444444,0.8,0.9418785677218474,IGNACIO,CO
36202,45154,17140,0.9388927176659775,0.9789029535864979,1.0,0.9418579703926196,MOUNT ORAB,OH
36203,03243,18180,0.947265625,0.8181818181818182,0.7777777777777778,0.9417293233082706,HILL,NH
36204,55332,99999,0.9400479616306955,0.9555555555555556,1.0,0.9417040358744395,FAIRFAX,MN
36205,61754,14010,0.9332220367278798,1.0,1.0,0.9416909620991254,MC LEAN,IL
36206,28766,14820,0.9423076923076923,0.9183673469387755,1.0,0.9416785206258891,PENROSE,NC
36207,30624,99999,0.9383791024782318,1.0,1.0,0.9416243654822335,BOWMAN,GA
36208,38583,99999,0.9386865857454093,0.9913978494623656,0.8352941176470589,0.9415879425975338,SPARTA,TN
36209,68817,99999,0.9408602150537635,1.0,1.0,0.9414893617021277,ASHTON,NE
36210,53149,33340,0.9377841588896866,0.9802197802197802,0.980327868852459,0.9413248519412152,MUKWONAGO,WI
36211,78941,99999,0.9381898454746137,1.0,0.9428571428571428,0.9412568306010929,FLATONIA,TX
36212,79097,11100,0.9384615384615385,1.0,0.0,0.9411764705882353,WHITE DEER,TX
36213,67952,99999,0.9395161290322581,1.0,1.0,0.9411764705882353,MOSCOW,KS
36214,50104,99999,0.9493670886075949,0.8,1.0,0.9411764705882353,GIBSON,IA
36215,49690,45900,0.9421308815575987,0.92,0.9591836734693877,0.9410876132930514,WILLIAMSBURG,MI
36216,46530,43780,0.935720097640358,0.9939759036144579,1.0,0.9410853757069755,GRANGER,IN
36217,78663,99999,0.9391634980988594,0.95,1.0,0.9410714285714286,ROUND MOUNTAIN,TX
36218,30434,99999,0.9371912491178547,0.9794238683127572,1.0,0.9409867784585617,LOUISVILLE,GA
36219,99361,47460,0.9320066334991708,1.0,0.9893617021276596,0.9407616361071932,WAITSBURG,WA
36220,14433,40380,0.9395036194415719,0.9453125,0.9787234042553191,0.9407302038880986,CLYDE,NY
36221,28754,11700,0.9379631590091044,1.0,1.0,0.9407242565243779,MARS HILL,NC
36222,16865,44300,0.9372384937238494,1.0,1.0,0.9407114624505929,PENNSYLVANIA FURNACE,PA
36223,16353,99999,0.9388327721661055,0.9841269841269841,0.96,0.9406417112299466,TIONESTA,PA
36224,62666,30660,0.9413680781758957,0.9230769230769231,0.0,0.940625,MIDDLETOWN,IL
36225,74370,33060,0.9370982552800735,1.0,0.9615384615384616,0.9406196213425129,WYANDOTTE,OK
36226,88339,10460,0.9376114081996435,1.0,1.0,0.9405772495755518,MAYHILL,NM
36227,46036,26900,0.9376212023270847,0.9574468085106383,0.9831932773109243,0.9405452436194895,ELWOOD,IN
36228,50234,32260,0.937125748502994,1.0,1.0,0.9405099150141643,RHODES,IA
36229,67844,99999,0.9404761904761905,0.8888888888888888,1.0,0.9405034324942791,FOWLER,KS
36230,32754,37340,0.9384152719665272,0.9813084112149533,1.0,0.9404271262645185,MIMS,FL
36231,48762,99999,0.9381443298969072,1.0,0.0,0.9404170804369414,SPRUCE,MI
36232,32466,37460,0.9385964912280702,0.9838709677419355,1.0,0.940406976744186,YOUNGSTOWN,FL
36233,30577,45740,0.9354173823428376,0.987279843444227,0.9943502824858758,0.9403566144981702,TOCCOA,GA
36234,24486,44420,0.9359795134443022,0.9901960784313726,1.0,0.9403073286052009,WEYERS CAVE,VA
36235,38359,99999,0.9382022471910112,0.9565217391304348,0.0,0.9402985074626866,MILLEDGEVILLE,TN
36236,52755,26980,0.9373191899710704,1.0,1.0,0.9401473296500921,LONE TREE,IA
36237,27537,25780,0.9385809499704716,0.9657894736842105,0.9936305732484076,0.9401129943502825,HENDERSON,NC
36238,68863,30420,0.940959409594096,0.8333333333333334,1.0,0.9401088929219601,OVERTON,NE
36239,46115,99999,0.9391891891891891,0.9375,1.0,0.9400871459694989,CARTHAGE,IN
36240,52208,16300,0.9349967170059094,0.965034965034965,1.0,0.9400230680507498,BELLE PLAINE,IA
36241,56336,99999,0.9391891891891891,1.0,1.0,0.94,GREY EAGLE,MN
36242,79226,99999,0.9384023099133783,0.9482758620689655,1.0,0.9399641577060932,CLARENDON,TX
36243,25523,16620,0.9316239316239316,0.9928571428571429,1.0,0.9399460188933874,HAMLIN,WV
36244,45844,99999,0.9381283836040216,1.0,1.0,0.9398948159278738,FORT JENNINGS,OH
36245,18211,39060,0.9374045801526718,1.0,1.0,0.9398826979472141,ANDREAS,PA
36246,56054,31860,0.9363395225464191,1.0,1.0,0.9398496240601504,LAFAYETTE,MN
36247,44632,15940,0.9345446075005823,0.9769585253456221,0.9855072463768116,0.9397738951695787,HARTVILLE,OH
36248,67546,32700,0.93717277486911,1.0,1.0,0.9397489539748954,INMAN,KS
36249,39111,27140,0.9330049261083744,0.9932773109243698,0.9615384615384616,0.9397298233460339,MAGEE,MS
36250,83624,14260,0.9373219373219374,1.0,1.0,0.9397260273972603,GRAND VIEW,ID
36251,29138,17900,0.9371185074283082,0.9760479041916168,1.0,0.9396821965192952,SALUDA,SC
36252,61852,16580,0.9385964912280702,1.0,0.0,0.9396551724137931,LONGVIEW,IL
36253,61842,99999,0.9360929557007989,0.95,1.0,0.939622641509434,FARMER CITY,IL
36254,68029,36540,0.9382716049382716,1.0,1.0,0.9396135265700483,HERMAN,NE
36255,76389,48660,0.9418103448275862,0.7142857142857143,1.0,0.9395833333333333,WINDTHORST,TX
36256,55752,99999,0.9380804953560371,1.0,1.0,0.9395770392749244,JACOBSON,MN
36257,77363,99999,0.941871921182266,0.9099099099099099,0.7142857142857143,0.9394785847299814,PLANTERSVILLE,TX
36258,93620,32900,0.9364725550292561,0.9859154929577465,0.9574468085106383,0.9394647960509224,DOS PALOS,CA
36259,44621,35420,0.9387568555758684,0.9387755102040817,1.0,0.9394201644309823,DENNISON,OH
36260,50112,99999,0.931523642732049,0.9914675767918089,0.9739336492890995,0.9394164930038702,GRINNELL,IA
36261,48626,40980,0.9397810218978102,0.8987341772151899,1.0,0.9393620750087627,HEMLOCK,MI
36262,47229,42980,0.9349381912817176,0.9915254237288136,1.0,0.9393393393393393,CROTHERSVILLE,IN
36263,43749,15740,0.938996138996139,0.9565217391304348,0.0,0.9393019726858877,KIMBOLTON,OH
36264,12571,39100,0.9333333333333333,0.9839679358717435,0.9812206572769953,0.939297124600639,RED HOOK,NY
36265,67869,99999,0.9336349924585219,0.984375,1.0,0.9392712550607287,PLAINS,KS
36266,31626,45620,0.9387602688573562,0.9690721649484536,0.6,0.9392086330935252,BOSTON,GA
36267,39825,12460,0.9388004895960832,0.9444444444444444,1.0,0.9391812865497076,BRINSON,GA
36268,27889,47820,0.932776738160357,0.993060374739764,1.0,0.9391752577319588,WASHINGTON,NC
36269,55069,33460,0.9361260887598507,0.9625,0.9897959183673469,0.9389725762842797,RUSH CITY,MN
36270,79086,20300,0.9407244785949506,0.8695652173913043,0.0,0.9389721627408993,SUNRAY,TX
36271,24088,40220,0.9376199616122841,0.953125,1.0,0.9389067524115756,FERRUM,VA
36272,55756,99999,0.9372197309417041,1.0,1.0,0.9388646288209607,KERRICK,MN
36273,52776,34700,0.9333017975402081,0.9470588235294117,1.0,0.9388503872808805,WEST LIBERTY,IA
36274,76464,99999,0.9358974358974359,1.0,1.0,0.9388379204892966,MORAN,TX
36275,66409,45820,0.9387001477104875,0.9090909090909091,1.0,0.9388201019664967,BERRYTON,KS
36276,51541,36540,0.9354838709677419,1.0,1.0,0.9387755102040817,HENDERSON,IA
36277,19977,20100,0.9401610156370955,0.9033742331288344,0.9641025641025641,0.9387577188521613,SMYRNA,DE
36278,64865,27900,0.9376585719463574,0.9506172839506173,1.0,0.9386117893268224,SENECA,MO
36279,27244,15500,0.9379225121756197,0.9615384615384616,1.0,0.938601478112564,ELON,NC
36280,12463,99999,0.935064935064935,1.0,1.0,0.9385749385749386,PALENVILLE,NY
36281,16159,49660,0.931571495988674,0.9882352941176471,1.0,0.9385521885521886,WEST MIDDLESEX,PA
36282,54737,32860,0.9361702127659575,1.0,1.0,0.9385245901639344,EAU GALLE,WI
36283,38474,34980,0.935692087018886,0.967930029154519,1.0,0.9385020865363497,MOUNT PLEASANT,TN
36284,50064,99999,0.9344262295081968,1.0,1.0,0.9384615384615385,DANA,IA
36285,16153,49660,0.9341372912801484,0.9534883720930233,1.0,0.9383966244725739,STONEBORO,PA
36286,05253,13540,0.9357142857142857,0.9565217391304348,1.0,0.9383116883116883,EAST DORSET,VT
36287,37811,28700,0.9369602763385146,0.9743589743589743,0.9666666666666667,0.9383022774327122,MOORESBURG,TN
36288,51532,99999,0.9371069182389937,1.0,1.0,0.9382716049382716,ELLIOTT,IA
36289,93656,23420,0.9374021909233177,0.9130434782608695,1.0,0.9382470119521913,RIVERDALE,CA
36290,56326,10820,0.9363636363636364,0.9629629629629629,1.0,0.9382448537378115,EVANSVILLE,MN
36291,54111,43020,0.9363166953528399,1.0,1.0,0.9382303839732888,CECIL,WI
36292,78833,99999,0.9337349397590361,1.0,1.0,0.9382022471910112,CAMP WOOD,TX
36293,48650,13020,0.937028438769588,0.9624060150375939,0.9534883720930233,0.9381557150745444,PINCONNING,MI
36294,53114,48580,0.9346642468239564,0.9791666666666666,1.0,0.938135593220339,DARIEN,WI
36295,19540,39740,0.9383857054836722,0.9202453987730062,0.9560439560439561,0.9381221940269373,MOHNTON,PA
36296,37329,11940,0.936387372418704,0.9902912621359223,1.0,0.9380041484212952,ENGLEWOOD,TN
36297,29032,17900,0.9383185466835657,0.9142857142857143,0.0,0.9379683597002498,CASSATT,SC
36298,73048,99999,0.9357394366197183,1.0,0.8666666666666667,0.9379652605459057,HYDRO,OK
36299,58746,33500,0.935251798561151,0.96,1.0,0.9379217273954116,KENMARE,ND
36300,60964,28100,0.9344618055555556,0.9701492537313433,0.9712643678160919,0.9379174852652259,SAINT ANNE,IL
36301,65770,44180,0.9377510040160643,0.9333333333333333,1.0,0.9379084967320261,WALNUT GROVE,MO
36302,36477,20020,0.934810533076429,0.9658385093167702,1.0,0.9378449027011327,SAMSON,AL
36303,52203,99999,0.9290187891440501,0.9791666666666666,1.0,0.9378330373001776,AMANA,IA
36304,92672,31080,0.9305074495574248,0.9981527093596059,0.9483948394839484,0.937829430571157,SAN CLEMENTE,CA
36305,43824,18740,0.9357186173438448,0.9836065573770492,1.0,0.9376093294460641,FRESNO,OH
36306,62467,20820,0.935048231511254,0.972972972972973,0.9333333333333333,0.9375371802498513,TEUTOPOLIS,IL
36307,68972,99999,0.9516129032258065,0.5,0.5,0.9375,RIVERTON,NE
36308,49030,44780,0.9372384937238494,0.9642857142857143,0.8888888888888888,0.9375,BURR OAK,MI
36309,57552,99999,0.934931506849315,1.0,1.0,0.9375,MIDLAND,SD
36310,57272,47980,0.935064935064935,0.0,1.0,0.9375,WALLACE,SD
36311,14416,12860,0.9360675512665863,0.9538461538461539,0.9622641509433962,0.9375,BERGEN,NY
36312,48169,19820,0.9370643706437064,0.9650872817955112,0.8378378378378378,0.937445020037142,PINCKNEY,MI
36313,12094,10580,0.9354508196721312,1.0,1.0,0.937375745526839,JOHNSONVILLE,NY
36314,52535,99999,0.936542669584245,0.9285714285714286,1.0,0.9373695198329853,BIRMINGHAM,IA
36315,71019,99999,0.9354132457580734,0.9695652173913043,0.9259259259259259,0.9373561748913322,COUSHATTA,LA
36316,30678,99999,0.9393203883495146,0.8421052631578947,1.0,0.9373522458628841,WHITE PLAINS,GA
36317,19938,20100,0.9370008873114463,0.967741935483871,1.0,0.9373350923482849,CLAYTON,DE
36318,70542,29180,0.9367488931056294,0.9435483870967742,1.0,0.9373169302870533,GUEYDAN,LA
36319,74643,99999,0.9404255319148936,0.6666666666666666,1.0,0.9372384937238494,LAMONT,OK
36320,56473,14660,0.934881087202718,0.9791666666666666,1.0,0.9372294372294372,PILLAGER,MN
36321,23192,40060,0.936360509115927,0.9634146341463414,1.0,0.937228714524207,MONTPELIER,VA
36322,52658,22800,0.9376083188908145,0.9545454545454546,0.8333333333333334,0.9371900826446281,WEVER,IA
36323,49098,35660,0.9323427126146064,0.9942857142857143,1.0,0.9371528792750657,WATERVLIET,MI
36324,40037,99999,0.9356890459363958,1.0,0.9420289855072463,0.9371277299801456,LORETTO,KY
36325,68869,28260,0.9333333333333333,1.0,0.8571428571428571,0.937125748502994,RAVENNA,NE
